,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,x_8,y_8,v_8,a_8,yaw_8,width_8,length_8,end
7.520000000000006,106.33544472113783,6.550000000000002,24.149435695968105,0.05707117710703042,3.141592653589793,1.92,4.04,60.62,6.49,24.0,6.25,3.142,2.5,16.98,8.23,3.38,36.25,6.25,3.135,2.02,5.15,119.2,10.33,25.0,0.0,3.142,2.5,19.4,89.71,2.91,37.0,6.25,3.148,2.02,4.55,187.46,10.48,24.0,0.0,3.152,1.82,4.04,146.42,7.6,28.25,0.0,3.124,2.02,4.95,267.73,7.12,23.5,6.25,3.152,2.5,12.63,224.93,3.63,36.75,-6.25,3.142,2.02,4.75,-1
7.560000000000006,105.36946729329911,6.550000000000002,24.14544223451717,-0.09983653627335541,3.141592653589793,1.92,4.04,59.67,6.49,23.75,-6.25,3.142,2.5,16.98,6.79,3.39,36.0,-6.25,3.128,2.02,5.15,118.21,10.33,24.75,-6.25,3.142,2.5,19.4,88.23,2.9,36.75,-6.25,3.142,2.02,4.55,186.52,10.47,23.5,-12.5,3.152,1.82,4.04,145.31,7.62,27.75,-12.5,3.133,2.02,4.95,266.8,7.11,23.25,-6.25,3.142,2.5,12.63,223.44,3.63,37.0,6.25,3.135,2.02,4.75,-1
7.600000000000006,104.40364960391842,6.550000000000002,24.14150907553297,-0.09832897460497105,3.141592653589793,1.92,4.04,58.72,6.49,23.75,0.0,3.142,2.5,16.98,5.36,3.41,35.75,-6.25,3.142,2.02,5.15,117.21,10.33,25.0,6.25,3.142,2.5,19.4,86.76,2.9,37.0,6.25,3.148,2.02,4.55,185.56,10.46,24.0,12.5,3.152,1.82,4.04,144.19,7.63,28.0,6.25,3.133,2.02,4.95,265.86,7.11,23.5,6.25,3.142,2.5,12.63,221.97,3.64,37.0,0.0,3.142,2.02,4.75,-1
7.640000000000006,103.43798924089711,6.550000000000002,24.143812585944378,0.05758776028525532,3.141592653589793,1.92,4.04,57.76,6.49,24.0,6.25,3.152,2.5,16.98,3.93,3.41,35.61,-3.5,3.142,2.02,5.15,116.2,10.33,25.25,6.25,3.142,2.5,19.4,85.28,2.89,37.0,0.0,3.142,2.02,4.55,184.6,10.45,24.0,0.0,3.152,1.82,4.04,143.06,7.64,28.25,6.25,3.133,2.02,4.95,264.93,7.11,23.25,-6.25,3.142,2.5,12.63,220.49,3.64,37.0,0.0,3.142,2.02,4.75,-1
7.680000000000006,102.47223673745934,6.550000000000002,24.139835181782622,-0.09943510404393001,3.141592653589793,1.92,4.04,56.81,6.48,23.75,-6.25,3.142,2.5,16.98,2.51,3.41,35.61,0.0,3.142,2.02,5.15,115.2,10.33,25.0,-6.25,3.142,2.5,19.4,83.81,2.89,36.75,-6.25,3.148,2.02,4.55,183.65,10.44,23.75,-6.25,3.152,1.82,4.04,141.95,7.65,27.75,-12.5,3.124,2.02,4.95,263.99,7.11,23.5,6.25,3.142,2.5,12.63,219.0,3.64,37.0,0.0,3.135,2.02,4.75,-1
7.720000000000006,101.50664333018804,6.550000000000002,24.14210129003958,0.05665270642391914,3.141592653589793,1.92,4.04,55.85,6.48,24.0,6.25,3.142,2.5,16.98,1.08,3.41,35.61,0.0,3.142,2.02,5.15,114.19,10.33,25.25,6.25,3.142,2.5,19.4,82.33,2.88,37.0,6.25,3.142,2.02,4.55,182.69,10.43,24.0,6.25,3.152,1.82,4.04,140.84,7.67,27.75,0.0,3.133,2.02,4.95,263.04,7.11,23.75,6.25,3.142,2.5,12.63,217.51,3.65,37.25,6.25,3.142,2.02,4.75,-1
7.760000000000006,100.54095927858646,6.550000000000002,24.144270945235586,0.05424137990018921,3.141592653589793,1.92,4.04,54.89,6.48,24.0,0.0,3.142,2.5,16.98,-0.34,3.41,35.61,0.0,3.142,2.02,5.15,113.18,10.33,25.25,0.0,3.142,2.5,19.4,80.86,2.88,36.75,-6.25,3.148,2.02,4.55,181.73,10.42,24.0,0.0,3.152,1.82,4.04,139.72,7.68,28.0,6.25,3.133,2.02,4.95,262.11,7.11,23.25,-12.5,3.142,2.5,12.63,216.03,3.65,37.25,0.0,3.142,2.02,4.75,-1
7.800000000000006,99.57518844077703,6.550000000000002,24.14015350740832,-0.10293594568163109,3.141592653589793,1.92,4.04,53.94,6.48,23.75,-6.25,3.142,2.5,16.98,-1.77,3.41,35.61,0.0,3.142,2.02,5.15,112.17,10.33,25.25,0.0,3.132,2.5,19.4,79.39,2.87,36.75,0.0,3.148,2.02,4.55,180.78,10.41,23.75,-6.25,3.152,1.82,4.04,138.61,7.69,27.75,-6.25,3.123,2.02,4.95,261.17,7.11,23.5,6.25,3.142,2.5,12.63,214.54,3.65,37.0,-6.25,3.142,2.02,4.75,-1
7.840000000000006,98.6095823004807,6.550000000000002,24.142294225284925,0.053517946915044315,3.141592653589793,1.92,4.04,52.98,6.48,24.0,6.25,3.142,2.5,16.98,-3.19,3.41,35.61,0.0,3.142,2.02,5.15,111.15,10.34,25.5,6.25,3.142,2.5,19.4,77.92,2.86,36.75,0.0,3.142,2.02,4.55,179.82,10.4,24.0,6.25,3.142,1.82,4.04,137.51,7.71,27.5,-6.25,3.133,2.02,4.95,260.22,7.11,23.75,6.25,3.142,2.5,12.63,213.06,3.65,37.0,0.0,3.135,2.02,4.75,-1
7.880000000000006,97.6438905314693,6.550000000000002,24.138144434243912,-0.10374477602528355,3.141592653589793,1.92,4.04,52.03,6.48,23.75,-6.25,3.142,2.5,16.98,-4.62,3.41,35.61,0.0,3.142,2.02,5.15,110.14,10.34,25.25,-6.25,3.142,2.5,19.4,76.45,2.86,36.75,0.0,3.148,2.02,4.55,178.87,10.4,23.75,-6.25,3.152,1.82,4.04,136.39,7.72,28.0,12.5,3.123,2.02,4.95,259.28,7.11,23.5,-6.25,3.152,2.5,12.63,211.59,3.66,37.0,0.0,3.142,2.02,4.75,-1
7.920000000000006,96.67836475409953,6.550000000000002,24.13406155773613,-0.10207191269460274,3.141592653589793,1.92,4.04,51.08,6.48,23.75,0.0,3.142,2.5,16.98,-6.04,3.41,35.61,0.0,3.142,2.02,5.15,109.13,10.34,25.25,0.0,3.142,2.5,19.4,74.98,2.85,36.75,0.0,3.142,2.02,4.55,177.91,10.39,24.0,6.25,3.152,1.82,4.04,135.31,7.74,27.25,-18.75,3.133,2.02,4.95,258.35,7.1,23.25,-6.25,3.142,2.5,12.63,210.1,3.66,37.0,0.0,3.142,2.02,4.75,-1
7.960000000000006,95.71300229179009,6.550000000000002,24.13004410597801,-0.10043629395303123,3.141592653589793,1.92,4.04,50.13,6.48,23.75,0.0,3.142,2.5,16.98,-7.46,3.41,35.61,0.0,3.142,2.02,5.15,108.13,10.34,25.0,-6.25,3.142,2.5,19.4,73.51,2.85,36.75,0.0,3.148,2.02,4.55,176.95,10.38,24.0,0.0,3.152,1.82,4.04,134.2,7.75,27.5,6.25,3.123,2.02,4.95,257.41,7.1,23.5,6.25,3.142,2.5,12.63,208.62,3.66,37.25,6.25,3.135,2.02,4.75,-1
8.000000000000005,94.74780052755096,6.550000000000002,24.13228674617589,0.056066004947039526,3.141592653589793,1.92,4.04,49.17,6.48,24.0,6.25,3.142,2.5,16.98,-8.89,3.41,35.61,0.0,3.142,2.02,5.15,107.12,10.34,25.25,6.25,3.142,2.5,19.4,72.04,2.84,36.75,0.0,3.142,2.02,4.55,175.99,10.37,24.0,0.0,3.152,1.82,4.04,133.11,7.77,27.25,-6.25,3.132,2.02,4.95,256.47,7.1,23.5,0.0,3.142,2.5,12.63,207.13,3.67,37.0,-6.25,3.142,2.02,4.75,-1
8.040000000000004,93.78250905770393,6.550000000000002,24.134435168966863,0.05371056977433134,3.141592653589793,1.92,4.04,48.21,6.48,24.0,0.0,3.142,2.5,16.98,-10.31,3.41,35.61,0.0,3.142,2.02,5.15,106.12,10.34,25.0,-6.25,3.142,2.5,19.4,70.57,2.84,36.75,0.0,3.148,2.02,4.55,175.04,10.36,23.75,-6.25,3.152,1.82,4.04,132.03,7.78,27.25,0.0,3.123,2.02,4.95,255.53,7.1,23.5,0.0,3.142,2.5,12.63,205.66,3.67,36.75,-6.25,3.142,2.02,4.75,-1
8.080000000000004,92.81713165094526,6.550000000000002,24.130285570496763,-0.10373996175249876,3.141592653589793,1.92,4.04,47.26,6.48,23.75,-6.25,3.142,2.5,16.98,-11.74,3.41,35.61,0.0,3.142,2.02,5.15,105.12,10.34,25.0,0.0,3.142,2.5,19.4,69.11,2.83,36.5,-6.25,3.142,2.02,4.55,174.09,10.35,23.75,0.0,3.152,1.82,4.04,130.94,7.8,27.0,-6.25,3.123,2.02,4.95,254.59,7.1,23.5,0.0,3.142,2.5,12.63,204.19,3.67,37.0,6.25,3.135,2.02,4.75,-1
8.120000000000003,91.85192022812538,6.550000000000002,24.13836871253779,0.20207855102566843,3.141592653589793,1.92,4.04,46.29,6.48,24.25,12.5,3.142,2.5,16.98,-13.16,3.41,35.61,0.0,3.142,2.02,5.15,104.11,10.34,25.25,6.25,3.142,2.5,19.4,67.64,2.83,36.75,6.25,3.148,2.02,4.55,173.13,10.34,24.0,6.25,3.152,1.82,4.04,129.85,7.82,27.25,6.25,3.123,2.02,4.95,253.63,7.1,23.75,6.25,3.142,2.5,12.63,202.71,3.68,37.0,0.0,3.142,2.02,4.75,-1
8.160000000000002,90.88638547962387,6.550000000000002,24.146222523137094,0.1963452649825578,3.141592653589793,1.92,4.04,45.32,6.48,24.25,0.0,3.142,2.5,16.98,-14.59,3.41,35.61,0.0,3.142,2.02,5.15,103.11,10.34,25.0,-6.25,3.142,2.5,19.4,66.17,2.82,36.5,-6.25,3.142,2.02,4.55,172.16,10.33,24.25,6.25,3.152,1.82,4.04,128.78,7.84,27.0,-6.25,3.132,2.02,4.95,252.69,7.1,23.5,-6.25,3.152,2.5,12.63,201.22,3.68,37.0,0.0,3.142,2.02,4.75,-1
8.200000000000001,89.92053657869839,6.550000000000002,24.147873386043663,0.04127157266424643,3.141592653589793,1.92,4.04,44.36,6.48,24.0,-6.25,3.142,2.5,16.98,-16.01,3.41,35.61,0.0,3.142,2.02,5.15,102.1,10.34,25.25,6.25,3.142,2.5,19.4,64.7,2.82,36.75,6.25,3.142,2.02,4.55,171.2,10.32,24.0,-6.25,3.152,1.82,4.04,127.68,7.85,27.25,6.25,3.123,2.02,4.95,251.75,7.09,23.5,0.0,3.142,2.5,12.63,199.75,3.68,37.0,0.0,3.142,2.02,4.75,-1
8.24,88.95462164325664,6.550000000000002,24.149445809018488,0.039310574370595985,3.141592653589793,1.92,4.04,43.4,6.48,24.0,0.0,3.142,2.5,16.98,-17.44,3.41,35.61,0.0,3.142,2.02,5.15,101.09,10.34,25.25,0.0,3.142,2.5,19.4,63.23,2.82,36.75,0.0,3.148,2.02,4.55,170.24,10.31,24.0,0.0,3.142,1.82,4.04,126.6,7.87,27.0,-6.25,3.123,2.02,4.95,250.81,7.09,23.5,0.0,3.142,2.5,12.63,198.26,3.68,37.0,0.0,3.135,2.02,4.75,-1
8.28,87.98864381089591,6.550000000000002,24.144706906510443,-0.11847256270116506,3.141592653589793,1.92,4.04,42.45,6.48,23.75,-6.25,3.142,2.5,16.98,-18.86,3.41,35.61,0.0,3.142,2.02,5.15,100.1,10.34,24.75,-12.5,3.142,2.5,19.4,61.77,2.81,36.75,0.0,3.142,2.02,4.55,169.28,10.31,24.0,0.0,3.152,1.82,4.04,125.53,7.89,26.75,-6.25,3.123,2.02,4.95,249.88,7.09,23.25,-6.25,3.142,2.5,12.63,196.79,3.69,36.75,-6.25,3.142,2.02,4.75,-1
8.319999999999999,87.0228555346355,6.550000000000002,24.140053637564925,-0.11633172363795528,3.141592653589793,1.92,4.04,41.5,6.48,23.75,0.0,3.142,2.5,16.98,-20.28,3.41,35.61,0.0,3.142,2.02,5.15,99.1,10.34,25.0,6.25,3.142,2.5,19.4,60.3,2.81,36.75,0.0,3.142,2.02,4.55,168.33,10.3,23.75,-6.25,3.152,1.82,4.04,124.46,7.91,26.75,0.0,3.123,2.02,4.95,248.95,7.09,23.25,0.0,3.142,2.5,12.63,195.32,3.69,36.75,0.0,3.142,2.02,4.75,-1
8.359999999999998,86.0572533891329,6.550000000000002,24.135483974356465,-0.11424158021154976,3.141592653589793,1.92,4.04,40.55,6.48,23.75,0.0,3.142,2.5,16.98,-21.71,3.41,35.61,0.0,3.142,2.02,5.15,98.1,10.34,25.0,0.0,3.142,2.5,19.4,58.81,2.81,37.0,6.25,3.142,2.02,4.55,167.37,10.29,24.0,6.25,3.152,1.82,4.04,123.38,7.93,27.0,6.25,3.123,2.02,4.95,248.03,7.09,23.0,-6.25,3.142,2.5,12.63,193.85,3.69,36.75,0.0,3.135,2.02,4.75,-1
8.399999999999997,85.09183403015864,6.550000000000002,24.130995943204393,-0.11220077880180926,3.141592653589793,1.92,4.04,39.6,6.48,23.75,0.0,3.142,2.5,16.98,-23.13,3.41,35.61,0.0,3.142,2.02,5.15,97.1,10.34,25.0,0.0,3.132,2.5,19.4,57.35,2.81,36.5,-12.5,3.142,2.02,4.55,166.42,10.28,23.75,-6.25,3.152,1.82,4.04,122.3,7.95,27.0,0.0,3.123,2.02,4.95,247.1,7.09,23.25,6.25,3.142,2.5,12.63,192.38,3.7,37.0,6.25,3.142,2.02,4.75,-1
8.439999999999996,84.12659419243046,6.550000000000002,24.12658762301268,-0.11020800479289633,3.141592653589793,1.92,4.04,38.65,6.48,23.75,0.0,3.142,2.5,16.98,-24.56,3.41,35.61,0.0,3.142,2.02,5.15,96.1,10.35,25.0,0.0,3.142,2.5,19.4,55.88,2.81,37.0,12.5,3.142,2.02,4.55,165.46,10.27,24.0,6.25,3.152,1.82,4.04,121.23,7.97,26.75,-6.25,3.123,2.02,4.95,246.16,7.09,23.5,6.25,3.142,2.5,12.63,190.9,3.7,37.0,0.0,3.142,2.02,4.75,-1
8.479999999999995,83.16153068750995,6.550000000000002,24.122257143759022,-0.10826198134143296,3.141592653589793,1.92,4.04,37.7,6.48,23.75,0.0,3.142,2.5,16.98,-25.98,3.41,35.61,0.0,3.142,2.02,5.15,95.09,10.35,25.25,6.25,3.142,2.5,19.4,54.39,2.81,37.0,0.0,3.142,2.02,4.55,164.51,10.26,23.75,-6.25,3.152,1.82,4.04,120.16,7.99,26.75,0.0,3.114,2.02,4.95,245.22,7.09,23.75,6.25,3.152,2.5,12.63,189.43,3.7,36.75,-6.25,3.135,2.02,4.75,-1
8.519999999999994,82.1966404017596,6.550000000000002,24.118002685031577,-0.10636146818607975,3.141592653589793,1.92,4.04,36.75,6.48,23.75,0.0,3.131,2.5,16.98,-27.41,3.41,35.61,0.0,3.142,2.02,5.15,94.08,10.35,25.25,0.0,3.142,2.5,19.4,52.92,2.81,36.75,-6.25,3.142,2.02,4.55,163.56,10.25,23.75,0.0,3.152,1.82,4.04,119.09,8.02,26.76,0.25,3.123,2.02,4.95,244.26,7.08,23.75,0.0,3.142,2.5,12.63,187.94,3.71,37.25,12.5,3.142,2.02,4.75,-1
8.559999999999993,81.23192029435833,6.550000000000002,24.113822474611457,-0.10450526050297039,3.141592653589793,1.92,4.04,35.8,6.49,23.75,0.0,3.142,2.5,16.98,-28.83,3.41,35.61,0.0,3.142,2.02,5.15,93.07,10.35,25.25,0.0,3.142,2.5,19.4,51.45,2.81,37.0,6.25,3.142,2.02,4.55,162.61,10.24,23.75,0.0,3.152,1.82,4.04,118.02,8.04,26.75,-0.25,3.123,2.02,4.95,243.31,7.08,23.75,0.0,3.142,2.5,12.63,186.46,3.71,37.0,-6.25,3.142,2.02,4.75,-1
8.599999999999993,80.26736739537387,6.550000000000002,24.1097147870995,-0.10269218779896745,3.141592653589793,1.92,4.04,34.85,6.49,23.75,0.0,3.142,2.5,16.98,-30.25,3.41,35.61,0.0,3.142,2.02,5.15,92.07,10.35,25.0,-6.25,3.142,2.5,19.4,49.98,2.81,36.75,-6.25,3.142,2.02,4.55,161.66,10.23,23.75,0.0,3.152,1.82,4.04,116.95,8.06,26.75,0.0,3.123,2.02,4.95,242.38,7.08,23.25,-12.5,3.142,2.5,12.63,184.97,3.71,37.25,6.25,3.135,2.02,4.75,-1
8.639999999999992,79.30297880388989,6.550000000000002,24.111902547506958,0.05469401018643378,3.141592653589793,1.92,4.04,33.89,6.49,24.0,6.25,3.142,2.5,16.98,-31.68,3.41,35.61,0.0,3.142,2.02,5.15,91.06,10.35,25.25,6.25,3.142,2.5,19.4,48.49,2.81,37.0,6.25,3.142,2.02,4.55,160.71,10.22,23.75,0.0,3.152,1.82,4.04,115.88,8.08,26.75,0.0,3.113,2.02,4.95,241.44,7.08,23.5,6.25,3.142,2.5,12.63,183.49,3.72,37.0,-6.25,3.142,2.02,4.75,-1
8.67999999999999,78.33850270198961,6.550000000000002,24.107771514548023,-0.10327582397339702,3.141592653589793,1.92,4.04,32.94,6.49,23.75,-6.25,3.142,2.5,16.98,-33.1,3.41,35.61,0.0,3.142,2.02,5.15,90.06,10.35,25.0,-6.25,3.142,2.5,19.4,47.02,2.81,36.75,-6.25,3.135,2.02,4.55,159.75,10.21,24.0,6.25,3.152,1.82,4.04,114.82,8.11,26.51,-6.0,3.123,2.02,4.95,240.5,7.08,23.5,0.0,3.142,2.5,12.63,182.0,3.72,37.25,6.25,3.142,2.02,4.75,-1
8.71999999999999,77.3741918414077,6.550000000000002,24.103712484024996,-0.10147576307569116,3.141592653589793,1.92,4.04,31.99,6.49,23.75,0.0,3.131,2.5,16.98,-34.53,3.41,35.61,0.0,3.142,2.02,5.15,89.06,10.35,25.0,0.0,3.142,2.5,19.4,45.57,2.82,36.25,-12.5,3.142,2.02,4.55,158.8,10.2,23.75,-6.25,3.152,1.82,4.04,113.77,8.13,26.5,-0.25,3.123,2.02,4.95,239.56,7.08,23.5,0.0,3.152,2.5,12.63,180.51,3.72,37.0,-6.25,3.135,2.02,4.75,-1
8.75999999999999,76.41004334204669,6.550000000000002,24.10595124347021,0.05596898613035886,3.141592653589793,1.92,4.04,31.03,6.5,24.0,6.25,3.142,2.5,16.98,-35.95,3.41,35.61,0.0,3.142,2.02,5.15,88.05,10.35,25.25,6.25,3.132,2.5,19.4,44.1,2.82,36.75,12.5,3.142,2.02,4.55,157.84,10.19,24.0,6.25,3.152,1.82,4.04,112.7,8.15,26.5,0.0,3.113,2.02,4.95,238.63,7.07,23.25,-6.25,3.142,2.5,12.63,179.03,3.73,37.25,6.25,3.142,2.02,4.75,-1
8.799999999999988,75.44580529230788,6.550000000000002,24.108100017835177,0.05371935912420283,3.141592653589793,1.92,4.04,30.07,6.5,24.0,0.0,3.142,2.5,16.98,-37.38,3.41,35.61,0.0,3.142,2.02,5.15,87.04,10.36,25.25,0.0,3.142,2.5,19.4,42.63,2.82,36.75,0.0,3.135,2.02,4.55,156.89,10.18,23.75,-6.25,3.152,1.82,4.04,111.64,8.18,26.51,0.25,3.123,2.02,4.95,237.72,7.07,23.0,-6.25,3.142,2.5,12.63,177.53,3.73,37.25,0.0,3.135,2.02,4.75,-1
8.839999999999987,74.48148129159448,6.550000000000002,24.097438165272003,-0.26654631407932305,3.141592653589793,1.92,4.04,29.13,6.5,23.5,-12.5,3.131,2.5,16.98,-38.8,3.41,35.61,0.0,3.142,2.02,5.15,86.04,10.36,25.0,-6.25,3.142,2.5,19.4,41.17,2.83,36.5,-6.25,3.142,2.02,4.55,155.94,10.17,23.75,0.0,3.152,1.82,4.04,110.59,8.2,26.25,-6.5,3.113,2.02,4.95,236.78,7.07,23.25,6.25,3.142,2.5,12.63,176.06,3.74,37.0,-6.25,3.142,2.02,4.75,-1
8.879999999999987,73.5175837649836,6.550000000000002,24.099738669839528,0.057512614188114056,3.141592653589793,1.92,4.04,28.17,6.51,24.0,12.5,3.142,2.5,16.98,-40.23,3.41,35.61,0.0,3.142,2.02,5.15,85.04,10.36,25.0,0.0,3.142,2.5,19.4,39.7,2.83,37.0,12.5,3.142,2.02,4.55,154.99,10.16,23.75,0.0,3.152,1.82,4.04,109.55,8.23,26.01,-6.0,3.122,2.02,4.95,235.85,7.07,23.25,0.0,3.152,2.5,12.63,174.56,3.74,37.25,6.25,3.142,2.02,4.75,-1
8.919999999999986,72.55359421819001,6.550000000000002,24.101948262638984,0.05523981998641929,3.141592653589793,1.92,4.04,27.21,6.51,24.0,0.0,3.131,2.5,16.98,-41.65,3.41,35.61,0.0,3.142,2.02,5.15,84.03,10.36,25.25,6.25,3.142,2.5,19.4,38.21,2.83,37.0,0.0,3.135,2.02,4.55,154.04,10.15,23.75,0.0,3.152,1.82,4.04,108.52,8.25,26.0,-0.25,3.123,2.02,4.95,234.91,7.06,23.5,6.25,3.142,2.5,12.63,173.09,3.74,37.0,-6.25,3.135,2.02,4.75,-1
8.959999999999985,71.58951628768446,6.550000000000002,24.104069400683926,0.053028451123546906,3.141592653589793,1.92,4.04,26.25,6.52,24.0,0.0,3.142,2.5,16.98,-43.07,3.41,35.61,0.0,3.142,2.02,5.15,83.02,10.36,25.25,0.0,3.142,2.5,19.4,36.74,2.84,36.75,-6.25,3.135,2.02,4.55,153.08,10.14,24.0,6.25,3.152,1.82,4.04,107.46,8.27,26.25,6.25,3.113,2.02,4.95,233.98,7.06,23.25,-6.25,3.142,2.5,12.63,171.59,3.75,37.5,12.5,3.142,2.02,4.75,-1
8.999999999999984,70.62535351165711,6.550000000000002,24.112099013420444,0.20074031841294307,3.141592653589793,1.92,4.04,25.28,6.52,24.25,6.25,3.131,2.5,16.98,-44.5,3.41,35.61,0.0,3.142,2.02,5.15,82.01,10.36,25.25,0.0,3.132,2.5,19.4,35.25,2.85,37.25,12.5,3.142,2.02,4.55,152.13,10.13,23.75,-6.25,3.152,1.82,4.04,106.41,8.3,26.26,0.25,3.123,2.02,4.95,233.04,7.06,23.5,6.25,3.152,2.5,12.63,170.1,3.75,37.0,-12.5,3.135,2.02,4.75,-1
9.039999999999983,69.66086955112029,6.550000000000002,24.119904098876695,0.19512713640631427,3.141592653589793,1.92,4.04,24.31,6.53,24.25,0.0,3.142,2.5,16.98,-45.92,3.41,35.61,0.0,3.142,2.02,5.15,80.99,10.37,25.5,6.25,3.142,2.5,19.4,33.79,2.85,36.75,-12.5,3.135,2.02,4.55,151.18,10.12,23.75,0.0,3.142,1.82,4.04,105.36,8.32,26.25,-0.25,3.113,2.02,4.95,232.1,7.05,23.5,0.0,3.142,2.5,12.63,168.6,3.76,37.5,12.5,3.142,2.02,4.75,-1
9.079999999999982,68.69607338716521,6.550000000000002,24.121475849423213,0.03929376366297226,3.141592653589793,1.92,4.04,23.35,6.53,24.0,-6.25,3.131,2.5,16.98,-47.35,3.41,35.61,0.0,3.142,2.02,5.15,79.98,10.37,25.25,-6.25,3.142,2.5,19.4,32.3,2.86,37.0,6.25,3.135,2.02,4.55,150.24,10.12,23.5,-6.25,3.152,1.82,4.04,104.3,8.35,26.51,6.5,3.122,2.02,4.95,231.16,7.05,23.5,0.0,3.142,2.5,12.63,167.12,3.76,37.25,-6.25,3.142,2.02,4.75,-1
9.119999999999981,67.73121435318828,6.550000000000002,24.122975839322574,0.03749974748405312,3.141592653589793,1.92,4.04,22.39,6.54,24.0,0.0,3.131,2.5,16.98,-48.77,3.41,35.61,0.0,3.142,2.02,5.15,78.96,10.37,25.5,6.25,3.142,2.5,19.4,30.82,2.87,37.0,0.0,3.135,2.02,4.55,149.3,10.11,23.5,0.0,3.152,1.82,4.04,103.27,8.37,26.0,-12.75,3.113,2.02,4.95,230.22,7.05,23.5,0.0,3.152,2.5,12.63,165.62,3.76,37.5,6.25,3.135,2.02,4.75,-1
9.15999999999998,66.76629531961538,6.550000000000002,24.12440606903129,0.03575574271790328,3.141592653589793,1.92,4.04,21.43,6.55,24.0,0.0,3.142,2.5,16.98,-50.2,3.41,35.61,0.0,3.142,2.02,5.15,77.96,10.37,25.0,-12.5,3.132,2.5,19.4,29.34,2.88,37.0,0.0,3.142,2.02,4.55,148.36,10.1,23.5,0.0,3.152,1.82,4.04,102.21,8.4,26.26,6.5,3.123,2.02,4.95,229.29,7.04,23.25,-6.25,3.142,2.5,12.63,164.15,3.77,36.75,-18.75,3.142,2.02,4.75,-1
9.19999999999998,65.80131907685413,6.550000000000002,24.12576849018487,0.034060528839455484,3.141592653589793,1.92,4.04,20.47,6.55,24.0,0.0,3.131,2.5,16.98,-51.62,3.41,35.61,0.0,3.142,2.02,5.15,76.94,10.38,25.5,12.5,3.142,2.5,19.4,27.86,2.88,37.0,0.0,3.135,2.02,4.55,147.42,10.09,23.5,0.0,3.152,1.82,4.04,101.16,8.42,26.25,-0.25,3.123,2.02,4.95,228.37,7.04,23.25,0.0,3.142,2.5,12.63,162.65,3.77,37.5,18.75,3.135,2.02,4.75,-1
9.239999999999979,64.83628833724673,6.550000000000002,24.1207854382834,-0.12457629753684771,3.141592653589793,1.92,4.04,19.52,6.56,23.75,-6.25,3.142,2.5,16.98,-53.05,3.41,35.61,0.0,3.142,2.02,5.15,75.92,10.38,25.5,0.0,3.142,2.5,19.4,26.38,2.89,37.0,0.0,3.135,2.02,4.55,146.48,10.08,23.5,0.0,3.152,1.82,4.04,100.1,8.44,26.5,6.25,3.113,2.02,4.95,227.44,7.04,23.25,0.0,3.142,2.5,12.63,161.16,3.78,37.25,-6.25,3.142,2.02,4.75,-1
9.279999999999978,63.87145691971539,6.550000000000002,24.12217848852795,0.03482625611375429,3.141592653589793,1.92,4.04,18.56,6.56,24.0,6.25,3.131,2.5,16.98,-54.47,3.41,35.61,0.0,3.142,2.02,5.15,74.92,10.38,25.0,-12.5,3.142,2.5,19.4,24.91,2.9,36.75,-6.25,3.135,2.02,4.55,145.53,10.07,23.75,6.25,3.152,1.82,4.04,99.05,8.47,26.26,-6.0,3.123,2.02,4.95,226.5,7.04,23.25,0.0,3.142,2.5,12.63,159.66,3.78,37.25,0.0,3.135,2.02,4.75,-1
9.319999999999977,62.90656978017427,6.550000000000002,24.123505256899136,0.03316920927964113,3.141592653589793,1.92,4.04,17.6,6.57,24.0,0.0,3.142,2.5,16.98,-55.89,3.41,35.61,0.0,3.142,2.02,5.15,73.91,10.38,25.25,6.25,3.142,2.5,19.4,23.42,2.91,37.25,12.5,3.135,2.02,4.55,144.59,10.06,23.5,-6.25,3.152,1.82,4.04,97.99,8.49,26.5,6.0,3.122,2.02,4.95,225.57,7.04,23.25,0.0,3.152,2.5,12.63,158.18,3.79,37.25,0.0,3.142,2.02,4.75,-1
9.359999999999976,61.94162956989831,6.550000000000002,24.12476760762924,0.03155876825266383,3.141592653589793,1.92,4.04,16.64,6.57,24.0,0.0,3.131,2.5,16.98,-57.32,3.41,35.61,0.0,3.142,2.02,5.15,72.91,10.38,25.0,-6.25,3.132,2.5,19.4,21.93,2.92,37.25,0.0,3.128,2.02,4.55,143.65,10.05,23.5,0.0,3.152,1.82,4.04,96.96,8.51,25.75,-18.75,3.122,2.02,4.95,224.63,7.03,23.5,6.25,3.142,2.5,12.63,156.69,3.79,37.25,0.0,3.135,2.02,4.75,-1
